staff_id,date,department,shift,absent
S021,2025-01-26,ICU,Day,False
S022,2025-01-26,Surgery,Night,False
S023,2025-01-26,Surgery,Night,False
S024,2025-01-26,ICU,Night,False
S025,2025-01-26,Surgery,Day,False
S026,2025-01-26,ICU,Night,False
S027,2025-01-26,Ward,Night,False
S028,2025-01-26,Ward,Day,False
S029,2025-01-26,Ward,Night,False
S030,2025-01-26,ER,Day,False
S031,2025-01-26,Surgery,Day,False
S032,2025-01-26,ER,Night,False
S033,2025-01-26,Surgery,Night,True
S034,2025-01-26,ICU,Night,False
S035,2025-01-26,Surgery,Night,False
S036,2025-01-26,ER,Day,False
S037,2025-01-26,Ward,Night,False
S038,2025-01-26,ER,Day,False
S039,2025-01-26,ICU,Day,True
S040,2025-01-26,ER,Day,False
S041,2025-01-26,ER,Night,False
S042,2025-01-26,ER,Night,False
S043,2025-01-26,ER,Night,False
S044,2025-01-26,ICU,Night,False
S045,2025-01-26,Surgery,Day,True
S046,2025-01-26,Ward,Night,False
S047,2025-01-26,ER,Night,False
S048,2025-01-26,Ward,Day,False
S049,2025-01-26,ER,Night,False
S050,2025-01-26,Surgery,Day,False
S051,2025-01-26,ER,Night,False
S052,2025-01-26,Ward,Day,False
S053,2025-01-26,Surgery,Day,False
S054,2025-01-26,ICU,Night,False
S055,2025-01-26,Surgery,Night,False
S056,2025-01-26,Ward,Night,False
S057,2025-01-26,Ward,Day,False
S058,2025-01-26,Ward,Day,False
S059,2025-01-26,ICU,Day,False
S060,2025-01-26,ICU,Day,False
S001,2025-01-27,Surgery,Night,False
S002,2025-01-27,Surgery,Night,False
S003,2025-01-27,Surgery,Day,False
S004,2025-01-27,Surgery,Day,False
S005,2025-01-27,Surgery,Day,False
S006,2025-01-27,ER,Day,False
S007,2025-01-27,ER,Day,False
S008,2025-01-27,Ward,Night,False
S009,2025-01-27,Ward,Day,False
S010,2025-01-27,Ward,Day,False
S011,2025-01-27,Surgery,Night,False
S012,2025-01-27,ER,Night,False
S013,2025-01-27,Surgery,Night,False
S014,2025-01-27,Ward,Night,False
S015,2025-01-27,ICU,Night,False
S016,2025-01-27,Surgery,Day,False
S017,2025-01-27,ICU,Day,False
S018,2025-01-27,Ward,Day,False
S019,2025-01-27,ER,Day,False
S020,2025-01-27,ER,Day,False
S021,2025-01-27,Ward,Night,False
S022,2025-01-27,ER,Day,False
S023,2025-01-27,Surgery,Night,False
S024,2025-01-27,ER,Night,False
S025,2025-01-27,ICU,Day,False
S026,2025-01-27,ICU,Night,False
S027,2025-01-27,ER,Day,False
S028,2025-01-27,ICU,,False
S029,2025-01-27,Surgery,Day,False
S030,2025-01-27,Surgery,Night,False
S031,2025-01-27,Surgery,Day,False
S032,2025-01-27,Ward,Day,False
S033,2025-01-27,Ward,Day,False
S034,2025-01-27,Ward,Day,False
S035,2025-01-27,ICU,Day,False
S036,2025-01-27,Ward,Night,False
S037,2025-01-27,ICU,Day,False
S038,2025-01-27,ICU,Day,False
S039,2025-01-27,ER,Night,False
S040,2025-01-27,Surgery,Night,False
S041,2025-01-27,Surgery,Day,False
S042,2025-01-27,Surgery,Day,False
S043,2025-01-27,Ward,Day,False
S044,2025-01-27,ER,Day,False
S045,2025-01-27,ICU,Day,False
S046,2025-01-27,Surgery,Night,False
S047,2025-01-27,ER,Night,False
S048,2025-01-27,ER,Night,False
S049,2025-01-27,ER,Day,False
S050,2025-01-27,ICU,Day,False
S051,2025-01-27,ICU,Day,False
S052,2025-01-27,Surgery,Day,False
S053,2025-01-27,ICU,Day,False
S054,2025-01-27,ER,Day,False
S055,2025-01-27,Ward,Day,False
S056,2025-01-27,Surgery,Night,False
S057,2025-01-27,Ward,Night,False
S058,2025-01-27,ER,Night,False
S059,2025-01-27,Ward,Day,False
S060,2025-01-27,Surgery,Day,False
S001,2025-01-28,Surgery,Day,False
S002,2025-01-28,ICU,Night,False
S003,2025-01-28,Surgery,Night,False
S004,2025-01-28,ICU,Day,False
S005,2025-01-28,ICU,Day,False
S006,2025-01-28,ICU,Night,False
S007,2025-01-28,Surgery,Day,False
S008,2025-01-28,Ward,Day,False
S009,2025-01-28,Surgery,Day,False
S010,2025-01-28,Ward,Night,False
S011,2025-01-28,Surgery,Night,False
S012,2025-01-28,ER,Night,False
S013,2025-01-28,Surgery,Night,False
S014,2025-01-28,Ward,Night,False
S015,2025-01-28,ICU,Day,False
S016,2025-01-28,Surgery,Night,False
S017,2025-01-28,Surgery,Night,False
S018,2025-01-28,Ward,Day,False
S019,2025-01-28,ER,Day,False
S020,2025-01-28,ER,Night,True
S021,2025-01-28,Surgery,Night,False
S022,2025-01-28,ER,Day,False
S023,2025-01-28,Surgery,Day,False
S024,2025-01-28,ICU,Day,False
S025,2025-01-28,ICU,Day,False
S026,2025-01-28,ER,Night,False
S027,2025-01-28,ER,Day,False
S028,2025-01-28,Ward,Day,False
S029,2025-01-28,ER,Day,False
S030,2025-01-28,ER,Night,False
S031,2025-01-28,Ward,Day,False
S032,2025-01-28,ER,Day,False
S033,2025-01-28,Ward,Day,False
S034,2025-01-28,ER,Night,False
S035,2025-01-28,ER,Night,False
S036,2025-01-28,ER,Night,False
S037,2025-01-28,ER,Day,False
S038,2025-01-28,Surgery,Night,True
S039,2025-01-28,ICU,Night,False
S040,2025-01-28,ER,Day,False
S041,2025-01-28,Surgery,Day,False
S042,2025-01-28,ER,Night,False
S043,2025-01-28,ICU,Day,False
S044,2025-01-28,Surgery,Night,False
S045,2025-01-28,Ward,Day,False
S046,2025-01-28,ER,Day,False
S047,2025-01-28,ICU,Day,False
S048,2025-01-28,Ward,Night,False
S049,2025-01-28,ER,Night,False
S050,2025-01-28,Surgery,Day,False
S051,2025-01-28,Ward,Night,False
S052,2025-01-28,Surgery,,True
S053,2025-01-28,Ward,Day,False
S054,2025-01-28,Ward,Night,False
S055,2025-01-28,ER,Night,False
S056,2025-01-28,ER,Night,False
S057,2025-01-28,ER,Day,False
S058,2025-01-28,Ward,Night,False
S059,2025-01-28,ICU,Night,False
S060,2025-01-28,ER,Night,True
S001,2025-01-29,Ward,Night,False
S002,2025-01-29,ER,Night,True
S003,2025-01-29,Ward,Day,False
S004,2025-01-29,Surgery,Night,False
S005,2025-01-29,Ward,Night,False
S006,2025-01-29,ICU,Night,False
S007,2025-01-29,Surgery,Day,False
S008,2025-01-29,ER,Night,False
S009,2025-01-29,Ward,Night,False
S010,2025-01-29,Surgery,Night,False
S011,2025-01-29,Surgery,Night,False
S012,2025-01-29,ER,Day,False
S013,2025-01-29,ER,Night,False
S014,2025-01-29,ER,Day,False
S015,2025-01-29,Surgery,Night,False
S016,2025-01-29,ICU,Day,False
S017,2025-01-29,ICU,Day,False
S018,2025-01-29,ICU,Night,False
S019,2025-01-29,ICU,Night,False
S020,2025-01-29,Ward,Night,False
S021,2025-01-29,Ward,Day,False
S022,2025-01-29,Surgery,Night,False
S023,2025-01-29,Surgery,Day,False
S024,2025-01-29,Ward,Night,False
S025,2025-01-29,ICU,Night,False
S026,2025-01-29,Ward,Day,False
S027,2025-01-29,ICU,Day,False
S028,2025-01-29,Surgery,Night,False
S029,2025-01-29,ER,Day,False
S030,2025-01-29,Surgery,Day,False
S031,2025-01-29,ICU,Day,False
S032,2025-01-29,ER,Day,False
S033,2025-01-29,ICU,Night,False
S034,2025-01-29,Surgery,Day,False
S035,2025-01-29,ICU,Day,False
S036,2025-01-29,Surgery,Day,False
S037,2025-01-29,Ward,Night,False
S038,2025-01-29,ICU,Night,True
S039,2025-01-29,Ward,Night,False
S040,2025-01-29,ER,Night,False
S041,2025-01-29,Surgery,Night,False
S042,2025-01-29,Ward,Day,False
S043,2025-01-29,ICU,Night,False
S044,2025-01-29,Surgery,Night,False
S045,2025-01-29,Ward,Day,False
S046,2025-01-29,Surgery,Night,False
S047,2025-01-29,ICU,Night,False
S048,2025-01-29,Surgery,Day,False
S049,2025-01-29,Surgery,Night,False
S050,2025-01-29,ICU,Night,True
S051,2025-01-29,Surgery,Day,False
S052,2025-01-29,ER,Night,True
S053,2025-01-29,ICU,Day,False
S054,2025-01-29,ER,Night,False
S055,2025-01-29,ER,Day,False
S056,2025-01-29,ICU,Day,False
S057,2025-01-29,Surgery,Day,False
S058,2025-01-29,ICU,Day,False
S059,2025-01-29,Ward,Day,False
S060,2025-01-29,ICU,Night,False
S001,2025-01-30,ICU,Day,False
S002,2025-01-30,ER,Day,False
S003,2025-01-30,Surgery,Day,False
S004,2025-01-30,Ward,Day,False
S005,2025-01-30,ER,Night,False
S006,2025-01-30,ER,Day,False
S007,2025-01-30,Ward,Day,False
S008,2025-01-30,ER,Night,False
S009,2025-01-30,ER,Day,False
S010,2025-01-30,ER,Day,False
S011,2025-01-30,ICU,Day,False
S012,2025-01-30,ICU,Night,False
S013,2025-01-30,ER,Day,False
S014,2025-01-30,Surgery,Day,False
S015,2025-01-30,ER,Day,False
S016,2025-01-30,ER,Day,False
S017,2025-01-30,Ward,Night,False
S018,2025-01-30,Ward,Night,False
S019,2025-01-30,Ward,Night,False
S020,2025-01-30,ICU,Day,False
S021,2025-01-30,Surgery,Day,False
S022,2025-01-30,Ward,Day,False
S023,2025-01-30,ER,Night,False
S024,2025-01-30,ICU,Day,False
S025,2025-01-30,Surgery,Day,False
S026,2025-01-30,Ward,Night,False
S027,2025-01-30,ICU,Night,False
S028,2025-01-30,ER,Day,False
S029,2025-01-30,ICU,Day,False
S030,2025-01-30,Ward,Night,False
S031,2025-01-30,Ward,Night,False
S032,2025-01-30,Ward,Night,False
S033,2025-01-30,ER,Night,False
S034,2025-01-30,Surgery,Night,False
S035,2025-01-30,Ward,Night,False
S036,2025-01-30,ICU,Day,False
S037,2025-01-30,Ward,Day,False
S038,2025-01-30,Surgery,Night,False
S039,2025-01-30,ICU,Day,False
S040,2025-01-30,ICU,Day,False
S041,2025-01-30,ER,Day,False
S042,2025-01-30,Surgery,Day,False
S043,2025-01-30,ICU,Night,False
S044,2025-01-30,Surgery,Night,False
S045,2025-01-30,Ward,Day,False
S046,2025-01-30,ICU,Day,False
S047,2025-01-30,Ward,Day,False
S048,2025-01-30,Surgery,Night,False
S049,2025-01-30,Ward,Night,False
S050,2025-01-30,ICU,Day,False
S051,2025-01-30,Surgery,Day,False
S052,2025-01-30,ER,Night,False
S053,2025-01-30,ER,Day,False
S054,2025-01-30,Surgery,Night,False
S055,2025-01-30,ER,Night,False
S056,2025-01-30,ER,Day,False
S057,2025-01-30,ICU,Day,False
S058,2025-01-30,Surgery,Night,False
S059,2025-01-30,ICU,Night,False
S060,2025-01-30,Ward,Day,False
S001,2025-01-31,ER,Day,False
S002,2025-01-31,ICU,Night,False
S003,2025-01-31,Surgery,Day,False
S004,2025-01-31,Surgery,Day,False
S005,2025-01-31,ICU,Night,False
S006,2025-01-31,Ward,Night,False
S007,2025-01-31,Surgery,Day,False
S008,2025-01-31,Surgery,Day,False
S009,2025-01-31,Surgery,Night,False
S010,2025-01-31,ER,Night,False
S011,2025-01-31,Surgery,Day,False
S012,2025-01-31,Ward,Day,False
S013,2025-01-31,ICU,Night,False
S014,2025-01-31,Ward,Night,False
S015,2025-01-31,ER,Day,False
S016,2025-01-31,ER,Night,False
S017,2025-01-31,Surgery,Day,False
S018,2025-01-31,Surgery,Day,False
S019,2025-01-31,Ward,Night,False
S020,2025-01-31,Ward,Day,False
S021,2025-01-31,ICU,Day,False
S022,2025-01-31,ICU,Day,False
S023,2025-01-31,Ward,Day,False
S024,2025-01-31,ER,Day,False
S025,2025-01-31,Ward,Night,False
S026,2025-01-31,ICU,Night,False
S027,2025-01-31,Ward,Night,False
S028,2025-01-31,ICU,Night,False
S029,2025-01-31,Surgery,Day,False
S030,2025-01-31,Ward,Day,False
S031,2025-01-31,ICU,Day,False
S032,2025-01-31,Surgery,Night,False
S033,2025-01-31,ICU,Day,False
S034,2025-01-31,Surgery,Night,False
S035,2025-01-31,ER,Night,False
S036,2025-01-31,Ward,Night,False
S037,2025-01-31,Ward,Day,False
S038,2025-01-31,ICU,Day,False
S039,2025-01-31,ICU,Night,False
S040,2025-01-31,ICU,Day,False
S041,2025-01-31,ER,Day,False
S042,2025-01-31,ICU,Night,False
S043,2025-01-31,Surgery,Day,False
S044,2025-01-31,Ward,Day,False
S045,2025-01-31,Surgery,Day,False
S046,2025-01-31,ER,Day,False
S047,2025-01-31,ICU,Night,False
S048,2025-01-31,ICU,Day,False
S049,2025-01-31,ER,Night,False
S050,2025-01-31,Ward,Night,False
S051,2025-01-31,Ward,Day,False
S052,2025-01-31,ICU,Night,False
S053,2025-01-31,Surgery,Night,False
S054,2025-01-31,ER,Day,False
S055,2025-01-31,ER,Night,False
S056,2025-01-31,Ward,Day,False
S057,2025-01-31,Surgery,Night,False
S058,2025-01-31,ER,Day,False
S059,2025-01-31,Surgery,Night,False
S060,2025-01-31,Ward,Day,False
S001,2025-02-01,Ward,Day,False
S002,2025-02-01,Ward,Night,False
S003,2025-02-01,Ward,Day,False
S004,2025-02-01,Ward,Night,False
S005,2025-02-01,ER,Night,False
S006,2025-02-01,Ward,Day,False
S007,2025-02-01,ER,Night,False
S008,2025-02-01,Ward,Day,False
S009,2025-02-01,Ward,Night,False
S010,2025-02-01,Ward,Night,False
S011,2025-02-01,Surgery,Day,False
S012,2025-02-01,Surgery,Day,False
S013,2025-02-01,ICU,Day,False
S014,2025-02-01,ER,Day,False
S015,2025-02-01,ER,Day,False
S016,2025-02-01,ER,Day,False
S017,2025-02-01,Surgery,Night,False
S018,2025-02-01,Surgery,Night,False
S019,2025-02-01,Ward,Night,False
S020,2025-02-01,Ward,Night,False
S021,2025-02-01,ICU,Day,True
S022,2025-02-01,Surgery,Day,False
S023,2025-02-01,ER,Night,False
S024,2025-02-01,ER,Day,False
S025,2025-02-01,Surgery,Day,False
S026,2025-02-01,Surgery,Night,False
S027,2025-02-01,ER,Night,False
S028,2025-02-01,ER,Day,False
S029,2025-02-01,ER,Night,False
S030,2025-02-01,ER,Day,False
S031,2025-02-01,ICU,Day,False
S032,2025-02-01,ICU,Night,False
S033,2025-02-01,ICU,Day,False
S034,2025-02-01,ICU,Night,False
S035,2025-02-01,Ward,Night,False
S036,2025-02-01,Ward,Night,False
S037,2025-02-01,Surgery,Day,False
S038,2025-02-01,ICU,Day,False
S039,2025-02-01,ICU,Night,False
S040,2025-02-01,ICU,Day,False
S041,2025-02-01,ICU,Day,False
S042,2025-02-01,Ward,Day,False
S043,2025-02-01,Ward,Night,False
S044,2025-02-01,Surgery,Day,True
S045,2025-02-01,Surgery,Day,False
S046,2025-02-01,Surgery,Night,False
S047,2025-02-01,ER,Day,False
S048,2025-02-01,Ward,Night,False
S049,2025-02-01,Surgery,Night,True
S050,2025-02-01,ER,Day,False
S051,2025-02-01,Ward,Day,False
S052,2025-02-01,Surgery,Night,True
S053,2025-02-01,Ward,Night,False
S054,2025-02-01,Surgery,Day,False
S055,2025-02-01,Ward,Day,False
S056,2025-02-01,Surgery,Day,False
S057,2025-02-01,ER,Day,False
S058,2025-02-01,Ward,Day,False
S059,2025-02-01,ICU,Night,False
S060,2025-02-01,Surgery,Day,False
S001,2025-02-02,ER,Night,False
S002,2025-02-02,ICU,Night,False
S003,2025-02-02,ICU,Night,False
S004,2025-02-02,ICU,Night,False
S005,2025-02-02,ICU,Night,False
S006,2025-02-02,Surgery,Day,False
S007,2025-02-02,ICU,Night,False
S008,2025-02-02,ER,Night,False
S009,2025-02-02,Ward,Day,False
S010,2025-02-02,Ward,Day,False
S011,2025-02-02,Ward,Day,False
S012,2025-02-02,ER,Day,False
S013,2025-02-02,ICU,Night,False
S014,2025-02-02,Surgery,Night,False
S015,2025-02-02,Surgery,Day,False
S016,2025-02-02,Ward,Night,True
S017,2025-02-02,Ward,Day,False
S018,2025-02-02,ICU,Night,False
S019,2025-02-02,ER,Day,False
S020,2025-02-02,ER,Day,False
S021,2025-02-02,ER,Day,False
S022,2025-02-02,Ward,Day,False
S023,2025-02-02,Ward,Night,False
S024,2025-02-02,ICU,Day,False
S025,2025-02-02,ER,Night,False
S026,2025-02-02,ICU,Day,False
S027,2025-02-02,Surgery,Day,False
S028,2025-02-02,Ward,Night,False
S029,2025-02-02,Surgery,Day,False
S030,2025-02-02,Ward,Day,False
S031,2025-02-02,ER,Night,False
S032,2025-02-02,Surgery,Night,False
S033,2025-02-02,Ward,Night,False
S034,2025-02-02,ER,Night,False
S035,2025-02-02,Ward,Day,False
S036,2025-02-02,Ward,,False
S037,2025-02-02,Surgery,Night,False
S038,2025-02-02,ICU,Night,False
S039,2025-02-02,Surgery,Night,False
S040,2025-02-02,ICU,Day,False
S041,2025-02-02,Surgery,Day,True
S042,2025-02-02,ICU,Night,False
S043,2025-02-02,ICU,Night,False
S044,2025-02-02,ER,Night,False
S045,2025-02-02,Surgery,Day,False
S046,2025-02-02,ER,Day,False
S047,2025-02-02,ICU,Day,False
S048,2025-02-02,ER,Day,False
S049,2025-02-02,ER,Day,False
S050,2025-02-02,Ward,Night,False
S051,2025-02-02,Ward,Night,False
S052,2025-02-02,ICU,Day,False
S053,2025-02-02,Surgery,Night,False
S054,2025-02-02,ICU,Day,False
S055,2025-02-02,ICU,Day,False
S056,2025-02-02,Ward,Day,False
S057,2025-02-02,ER,Day,False
S058,2025-02-02,ICU,Night,False
S059,2025-02-02,ICU,Night,False
S060,2025-02-02,Ward,Night,False
S001,2025-02-03,Ward,Night,False
S002,2025-02-03,ER,Day,False
S003,2025-02-03,ICU,Day,False
S004,2025-02-03,Surgery,Day,False
S005,2025-02-03,ICU,Day,False
S006,2025-02-03,Surgery,Night,False
S007,2025-02-03,ICU,Night,True
S008,2025-02-03,ER,Day,False
S009,2025-02-03,ER,Day,False
S010,2025-02-03,Ward,Day,False
S011,2025-02-03,Surgery,Day,False
S012,2025-02-03,ER,Day,False
S013,2025-02-03,Ward,Day,False
S014,2025-02-03,Surgery,Night,False
S015,2025-02-03,ER,Night,False
S016,2025-02-03,ER,Day,False
S017,2025-02-03,Surgery,Night,False
S018,2025-02-03,ER,Night,False
S019,2025-02-03,Surgery,Day,False
S020,2025-02-03,ICU,Day,False
S021,2025-02-03,Surgery,Day,False
S022,2025-02-03,Surgery,Night,False
S023,2025-02-03,Ward,Night,False
S024,2025-02-03,Ward,Night,False
S025,2025-02-03,Surgery,Day,False
S026,2025-02-03,ICU,Day,False
S027,2025-02-03,ICU,Day,False
S028,2025-02-03,Surgery,Day,False
S029,2025-02-03,Ward,Night,False
S030,2025-02-03,ER,Day,False
S031,2025-02-03,ER,Day,False
S032,2025-02-03,Ward,Night,False
S033,2025-02-03,ICU,Day,False
S034,2025-02-03,Ward,Day,False
S035,2025-02-03,Ward,Night,False
S036,2025-02-03,ICU,Night,False
S037,2025-02-03,ER,Night,True
S038,2025-02-03,Ward,Day,False
S039,2025-02-03,Surgery,Day,False
S040,2025-02-03,ICU,Day,False
S041,2025-02-03,ER,Day,False
S042,2025-02-03,ER,Day,False
S043,2025-02-03,Surgery,Day,False
S044,2025-02-03,Ward,Night,False
S045,2025-02-03,Ward,Day,False
S046,2025-02-03,Surgery,Day,False
S047,2025-02-03,Ward,Night,False
S048,2025-02-03,ICU,Day,False
S049,2025-02-03,Surgery,Day,False
S050,2025-02-03,ICU,Night,False
S051,2025-02-03,ICU,Day,False
S052,2025-02-03,Surgery,Night,False
S053,2025-02-03,ICU,Day,False
S054,2025-02-03,Surgery,Day,False
S055,2025-02-03,ER,Day,False
S056,2025-02-03,Ward,Day,False
S057,2025-02-03,ICU,Day,False
S058,2025-02-03,Ward,Day,False
S059,2025-02-03,Ward,Night,True
S060,2025-02-03,Ward,Day,False
S001,2025-02-04,Ward,Night,False
S002,2025-02-04,Ward,Day,False
S003,2025-02-04,ICU,Day,False
S004,2025-02-04,Ward,Night,False
S005,2025-02-04,Surgery,Day,True
S006,2025-02-04,Surgery,Day,False
S007,2025-02-04,ICU,Night,False
S008,2025-02-04,Surgery,Day,False
S009,2025-02-04,Ward,Day,False
S010,2025-02-04,ER,Day,True
S011,2025-02-04,ICU,Day,False
S012,2025-02-04,ICU,Night,False
S013,2025-02-04,ER,Day,False
S014,2025-02-04,Surgery,Night,False
S015,2025-02-04,ER,Night,False
S016,2025-02-04,ICU,Day,True
S017,2025-02-04,ICU,Day,False
S018,2025-02-04,ICU,Night,False
S019,2025-02-04,Ward,Night,False
S020,2025-02-04,ER,Night,False
S021,2025-02-04,ER,Day,False
S022,2025-02-04,Ward,Day,False
S023,2025-02-04,ER,Night,False
S024,2025-02-04,Surgery,Day,False
S025,2025-02-04,ER,,False
S026,2025-02-04,ER,Night,False
S027,2025-02-04,Surgery,Day,False
S028,2025-02-04,ICU,Day,False
S029,2025-02-04,ICU,Day,True
S030,2025-02-04,Surgery,Night,False
S031,2025-02-04,Ward,Night,False
S032,2025-02-04,ICU,Night,False
S033,2025-02-04,Surgery,Night,False
S034,2025-02-04,ICU,Day,False
S035,2025-02-04,Ward,Day,False
S036,2025-02-04,Surgery,Day,False
S037,2025-02-04,ICU,Day,False
S038,2025-02-04,Ward,Night,False
S039,2025-02-04,ER,Day,True
S040,2025-02-04,Ward,Day,False
S041,2025-02-04,Ward,Night,False
S042,2025-02-04,Surgery,Night,False
S043,2025-02-04,ER,Night,True
S044,2025-02-04,Ward,Day,False
S045,2025-02-04,ICU,Day,False
S046,2025-02-04,Ward,Night,False
S047,2025-02-04,ER,Day,False
S048,2025-02-04,Ward,Night,False
S049,2025-02-04,Ward,Night,False
S050,2025-02-04,Surgery,Day,True
S051,2025-02-04,ER,Day,True
S052,2025-02-04,Surgery,Night,False
S053,2025-02-04,Ward,Day,False
S054,2025-02-04,ICU,Day,False
S055,2025-02-04,Ward,Day,False
S056,2025-02-04,ICU,Day,False
S057,2025-02-04,Ward,Night,False
S058,2025-02-04,Surgery,Night,False
S059,2025-02-04,Ward,,False
S060,2025-02-04,Ward,Day,False
S001,2025-02-05,ICU,Day,False
S002,2025-02-05,ER,Night,False
S003,2025-02-05,ICU,Day,False
S004,2025-02-05,Ward,Night,False
S005,2025-02-05,ER,Night,False
S006,2025-02-05,ER,Day,False
S007,2025-02-05,ICU,Night,False
S008,2025-02-05,ER,Day,False
S009,2025-02-05,Surgery,Day,False
S010,2025-02-05,ER,Night,False
S011,2025-02-05,ICU,Night,False
S012,2025-02-05,ICU,Day,False
S013,2025-02-05,Ward,Day,True
S014,2025-02-05,Ward,Night,True
S015,2025-02-05,ICU,Night,False
S016,2025-02-05,Ward,Day,False
S017,2025-02-05,ER,Day,False
S018,2025-02-05,ICU,Night,False
S019,2025-02-05,Ward,Day,False
S020,2025-02-05,ER,Day,False
S021,2025-02-05,Ward,Day,False
S022,2025-02-05,ICU,Day,False
S023,2025-02-05,Ward,Day,False
S024,2025-02-05,Surgery,Night,False
S025,2025-02-05,ICU,Night,False
S026,2025-02-05,ICU,Night,False
S027,2025-02-05,Ward,Day,False
S028,2025-02-05,ER,Night,False
S029,2025-02-05,Ward,Day,False
S030,2025-02-05,Surgery,Day,False
S031,2025-02-05,Ward,Day,False
S032,2025-02-05,ICU,Night,False
S033,2025-02-05,Ward,Night,False
S034,2025-02-05,Surgery,Day,False
S035,2025-02-05,ICU,Night,False
S036,2025-02-05,ICU,Night,False
S037,2025-02-05,ER,Night,False
S038,2025-02-05,Surgery,Day,False
S039,2025-02-05,ER,Day,False
S040,2025-02-05,Surgery,Night,True
S041,2025-02-05,ER,Night,False
S042,2025-02-05,ICU,Night,False
S043,2025-02-05,ER,Night,False
S044,2025-02-05,ER,Day,False
S045,2025-02-05,Surgery,Night,False
S046,2025-02-05,Ward,Night,False
S047,2025-02-05,Ward,Night,False
S048,2025-02-05,Ward,Day,False
S049,2025-02-05,ICU,Day,False
S050,2025-02-05,Ward,Night,False
S051,2025-02-05,ER,Night,False
S052,2025-02-05,Ward,Day,False
S053,2025-02-05,Surgery,Night,False
S054,2025-02-05,ICU,Day,False
S055,2025-02-05,ICU,Night,False
S056,2025-02-05,ICU,Day,False
S057,2025-02-05,Surgery,Night,False
S058,2025-02-05,ER,Day,False
S059,2025-02-05,Surgery,Day,False
S060,2025-02-05,ER,Night,False
S001,2025-02-06,Ward,Day,False
S002,2025-02-06,ER,Day,False
S003,2025-02-06,Surgery,Day,False
S004,2025-02-06,ER,Day,False
S005,2025-02-06,Surgery,Day,False
S006,2025-02-06,ER,Night,False
S007,2025-02-06,Surgery,Night,False
S008,2025-02-06,Surgery,Night,False
S009,2025-02-06,Ward,Day,False
S010,2025-02-06,Ward,Night,False
S011,2025-02-06,Surgery,Day,False
S012,2025-02-06,ICU,Day,False
S013,2025-02-06,Ward,Night,False
S014,2025-02-06,ICU,Day,False
S015,2025-02-06,Surgery,Night,False
S016,2025-02-06,Ward,Day,False
S017,2025-02-06,ER,Day,False
S018,2025-02-06,Ward,Night,False
S019,2025-02-06,ER,Night,False
S020,2025-02-06,Surgery,Day,False
S021,2025-02-06,ER,Night,False
S022,2025-02-06,Ward,Night,False
S023,2025-02-06,Ward,Day,False
S024,2025-02-06,Surgery,Day,True
S025,2025-02-06,Ward,Day,False
S026,2025-02-06,Surgery,Day,False
S027,2025-02-06,ER,Night,False
S028,2025-02-06,ICU,Night,False
S029,2025-02-06,Surgery,Day,False
S030,2025-02-06,ICU,Night,False
S031,2025-02-06,Ward,Day,False
S032,2025-02-06,ER,Night,False
S033,2025-02-06,Ward,Night,False
S034,2025-02-06,ICU,Night,False
S035,2025-02-06,ER,Day,False
S036,2025-02-06,Ward,Day,False
S037,2025-02-06,ER,Night,False
S038,2025-02-06,Ward,Night,False
S039,2025-02-06,Surgery,Night,False
S040,2025-02-06,Ward,Day,False
S041,2025-02-06,ICU,Night,False
S042,2025-02-06,Surgery,Day,False
S043,2025-02-06,ICU,Night,False
S044,2025-02-06,ICU,Night,False
S045,2025-02-06,Ward,Day,True
S046,2025-02-06,ICU,Day,False
S047,2025-02-06,Ward,Day,False
S048,2025-02-06,ER,Night,False
S049,2025-02-06,ICU,Night,False
S050,2025-02-06,ICU,Day,True
S051,2025-02-06,ER,Night,False
S052,2025-02-06,ICU,Day,False
S053,2025-02-06,ICU,Night,False
S054,2025-02-06,Surgery,Day,False
S055,2025-02-06,ER,Night,False
S056,2025-02-06,ICU,Night,False
S057,2025-02-06,ER,Night,False
S058,2025-02-06,ICU,Night,False
S059,2025-02-06,Surgery,Day,False
S060,2025-02-06,Ward,Day,False
S001,2025-02-07,Ward,,False
S002,2025-02-07,Surgery,Night,False
S003,2025-02-07,ICU,Night,False
S004,2025-02-07,ICU,Night,False
S005,2025-02-07,Ward,Day,False
S006,2025-02-07,ER,Night,False
S007,2025-02-07,ER,Night,False
S008,2025-02-07,Surgery,Day,False
S009,2025-02-07,Surgery,Day,False
S010,2025-02-07,Ward,Day,False
S011,2025-02-07,ER,Day,False
S012,2025-02-07,Ward,Night,False
S013,2025-02-07,Ward,Night,False
S014,2025-02-07,Ward,Night,False
S015,2025-02-07,ER,Night,False
S016,2025-02-07,ER,Night,False
S017,2025-02-07,ER,Day,False
S018,2025-02-07,ER,Night,False
S019,2025-02-07,Ward,Day,False
S020,2025-02-07,ICU,Night,False
S021,2025-02-07,ER,Night,False
S022,2025-02-07,Ward,Day,False
S023,2025-02-07,Surgery,Day,False
S024,2025-02-07,Ward,Day,False
S025,2025-02-07,Ward,Day,False
S026,2025-02-07,ICU,Night,False
S027,2025-02-07,Surgery,Night,False
S028,2025-02-07,Surgery,Day,False
S029,2025-02-07,ER,Night,False
S030,2025-02-07,ER,Day,False
S031,2025-02-07,ICU,Day,False
S032,2025-02-07,ICU,Day,False
S033,2025-02-07,Ward,Day,False
S034,2025-02-07,Ward,Night,False
S035,2025-02-07,ER,Day,False
S036,2025-02-07,ER,Day,False
S037,2025-02-07,ICU,Day,False
